,mean,max,var,0.25,0.5,0.75,max_day_1,max_day_2,max_day_3,max_day_4,max_day_5,max_day_6,max_day_7,mean_day_1,mean_day_2,mean_day_3,mean_day_4,mean_day_5,mean_day_6,mean_day_7,var_day_1,var_day_2,var_day_3,var_day_4,var_day_5,var_day_6,var_day_7,mean_day_var,hjorth_mobility,hjorth_complexity,dfa,pfd,permutation_entropy_n_3,permutation_entropy_n_4,above_0.7*max,above_0.8*max,above_0.9*max,above_0.7*mean,above_0.8*mean,above_0.9*mean,above_mean,hfd,abs_energy,augmented_dickey_fuller,cid_ce,autocorrelation,fft_centroid,fft_variance,fft_skew,fft_kurtosis,kurtosis,skewness,mean_change,mean_2_deriv_central,interdaily_stability,intradaily_variability
s1810208,23.555867063492062,493.66,1541.8259233278961,0.0,7.22,27.0625,339.18,217.92,180.64,353.16,298.42,212.53,493.66,31.880430555555556,26.95965277777778,10.875722222222223,23.818194444444444,26.030562500000002,19.796111111111113,25.53039583333333,2355.8786273336045,1388.7443996013808,373.2120848150724,1990.1523524013596,1598.2032399196498,1017.9663497027268,1808.9707195791345,44.316274926736575,0.0052673484760153814,298.71028043216006,0.9849184300233319,1.0179461887612347,2.383234248276777,4.101828527532742,2.0,1.0,1.0,3582.0,3252.0,2975.0,2759.0,0.8172302736413247,21133242.5222,2.682450824270629e-27,2431.113038239892,0.0894107229863433,1620.8684324114652,2215935.1072257995,0.6927806695947403,6.4377077034246115,11.243614391979053,2.8652814814635557,0.001427721004067864,-0.00023665409803532445,0.4450020517135535,0.3803273140963573
s1820403,33.069469246031744,734.87,2778.4555117035884,0.0,12.335,45.265,481.42,545.6,312.12,259.86,252.64,480.19,734.87,26.74779861111111,38.05458333333333,54.75884027777777,27.825166666666664,11.624041666666667,29.47340972222222,43.00244444444444,2047.3788042540627,2594.6921151841557,3550.091196499834,1483.3878779430174,511.2804837230716,1844.1808923962908,6294.725523276949,189.04140197156082,0.005075800233132513,312.2441154872482,0.9042556404779055,1.018525134382892,2.4331830312791474,4.2189843103260145,9.0,6.0,2.0,3852.0,3590.0,3383.0,3166.0,0.8388443606602912,39027438.2483,8.704115601688626e-26,3183.609632241365,0.2061669068328567,1618.2770592805805,2243658.0883771656,0.6846582993904036,6.274706922230121,24.373009183688023,3.6718049475552665,0.008053378311340412,0.0018341932923199046,0.4319481843973614,0.3619251203894302
s2110309,37.55599007936508,658.9,3869.34901362427,0.0,14.915,55.0575,212.95,334.26,281.88,658.9,301.12,403.76,279.47,23.189097222222223,38.192499999999995,25.287833333333335,63.41825,35.792347222222226,40.341055555555556,36.67084722222222,1086.327325522161,2168.281265184156,1466.673733870746,14429.475263231372,2042.694068287971,2896.5636580928135,1973.0126411163244,172.97123618452375,0.004763334683326027,322.3909221410328,0.9421279507412545,1.0178968900913368,2.387864098305712,4.112289234121138,48.0,32.0,17.0,4098.0,3831.0,3596.0,3371.0,0.8307327395741707,53216528.80800001,1.4344790570399426e-24,3488.6918843744284,0.11023674350616541,1534.101896727389,2146123.0892615747,0.8020162939560482,6.038124788303725,28.90939301737583,4.36166413260924,-0.00104673082647088,-0.0005412780313554277,0.41062164432149234,0.3120828332298216
s2110704,40.86087896825397,605.4,3325.024122136357,0.07,17.455,57.9775,425.69,446.59,605.4,241.81,211.89,468.76,275.37,48.11438888888889,52.53393055555556,47.672173611111106,34.2964375,24.52692361111111,35.39917361111111,43.483125,3324.592196707593,5310.011244303719,6197.069768517443,1890.2869691621843,1309.496874684918,2053.878124056012,2621.4295563151495,96.97727721648111,0.004781826341963218,334.3154678830333,1.067704239516459,1.0193347848564003,2.4578498046782955,4.250614368601573,16.0,5.0,1.0,4047.0,3736.0,3494.0,3246.0,0.8588113449114627,50342601.342,1.2464942057608774e-17,3405.670652984519,0.3367663381799214,1646.809673163105,2294504.239728823,0.6849635151421385,6.370845003400111,9.352794532632876,2.4593707969178755,-0.002305784303998412,0.0012919230005953566,0.5372450026444222,0.3460931856975836
s2120305,21.26418154761905,288.97,918.1143058287298,0.0,9.25,29.32,288.97,172.28,261.92,225.25,182.63,205.36,133.76,16.757458333333336,17.379868055555555,30.278416666666665,29.03865277777778,16.267993055555557,20.346520833333333,18.780361111111112,905.8408204986113,693.3530172862613,1389.2131496803336,1121.4452915819247,589.3008758164918,905.1824393810813,617.0767446923023,34.84510795340517,0.0048399452583203426,328.8742275351186,1.0039723360769985,1.0177602826996854,2.3669357110473355,4.04914641138818,11.0,6.0,4.0,4069.0,3770.0,3510.0,3266.0,0.831091213418462,13811501.490700003,6.287426745582914e-22,1805.7816769753758,0.16459305027297144,1613.6052073369706,2280044.396625203,0.7164913823488132,6.134669606820277,7.092336349186812,2.26730436157489,-0.0008363924992558785,-0.00219984123834094,0.4763149595975197,0.35238408374148633
s2308201,26.537148809523806,547.8,2240.7071069011595,0.0,6.71,31.455,438.92,482.79,338.63,285.36,547.8,396.71,363.31,25.966715277777777,28.63167361111111,14.43488888888889,12.392798611111111,35.17563888888889,24.947277777777778,44.21104861111111,1978.8700487583503,2460.388000602222,774.4432049911218,836.2264757620553,2865.7121512246144,1698.641554919311,4338.738605918413,123.45961687099499,0.005624220669326601,289.6481206985672,0.9398725682789926,1.0184420300628254,2.422862353697588,4.191394294373274,7.0,3.0,1.0,3421.0,3186.0,2975.0,2800.0,0.8234031845949585,29682627.221200004,7.337451600275187e-26,3076.4024937904337,0.14743653254591974,1702.3146341717763,2365370.8445951296,0.5977922946014858,6.531164460103964,14.423755630041864,3.2478342653750274,0.00820914773291001,0.0041451676920023816,0.4335702642072555,0.419067298710959
s2309206,17.398556547619048,857.24,1563.405520577217,0.0,5.25,17.67,358.14,371.33,206.01,496.14,646.01,857.24,290.13,15.210833333333332,13.88751388888889,13.265173611111111,13.64975,25.74925,21.64279861111111,18.38457638888889,775.8472918693539,907.4660999998065,483.5252779406509,963.6246968102853,4346.232088665741,2348.8615825028487,987.7332719538563,22.828644233594215,0.00669171234721415,242.81386809077122,0.9418193474168275,1.0191205745401615,2.4448105895093764,4.221961755553263,8.0,2.0,1.0,3259.0,2990.0,2762.0,2541.0,0.8310538213744391,18808878.722900003,6.951582502934439e-28,2913.7265389360064,0.07199116690599293,1762.0657142946961,2352487.924667252,0.5792633759010459,7.2647282609343415,99.48747736636776,7.918407424992281,0.0035469788669510866,-0.0016605477277237544,0.3448522532639294,0.5387763117047288
s2408101,43.383650793650794,682.39,4062.94696158853,0.0,14.95,63.3275,332.97,410.0,507.49,499.91,308.69,400.24,682.39,47.83883333333333,42.77631944444445,47.835125,57.062361111111116,26.644694444444443,41.618861111111116,39.90936111111111,3918.7315609729035,3380.246592976413,5977.6735202067375,5790.93328573469,1862.3208477175513,3082.3094206617225,3922.4730285005016,87.08634541180741,0.004996829910882729,319.09653220340715,0.9745950326117417,1.0175779379741816,2.359447778301181,4.0346525322400195,7.0,1.0,1.0,3837.0,3615.0,3420.0,3234.0,0.8279541294970645,59922425.280200005,7.944591850226182e-21,3881.85623821903,0.24730807503770355,1672.1340116801873,2281241.8197105504,0.6394780679834723,6.640148896575805,7.531512593625985,2.343981786188287,0.002260144855640441,0.008080472315935701,0.5034694118615562,0.36797668014173907
s2610104,31.292754960317456,479.07,1922.1474325423903,0.0,12.274999999999999,46.96,479.07,219.69,224.3,263.59,256.68,284.75,404.75,37.76585416666667,27.435777777777776,20.669048611111112,31.14463194444444,31.71265277777778,30.714145833333337,39.607173611111115,3568.630236517983,1028.9625084981847,739.9335965229989,1631.9163595586708,2096.714270789704,1777.0605930155493,2380.359654479916,39.8838372572453,0.005116267187446332,314.7650167827579,1.110416593552274,1.0182756778240956,2.412902817137819,4.168561185935418,9.0,6.0,2.0,4144.0,3913.0,3686.0,3458.0,0.8675883512194058,29244028.023700006,1.6486402390230086e-15,2777.8065088483036,0.32490702233672997,1741.0295204026277,2302869.7411416904,0.5686779283016435,7.248581518388363,8.55065046559753,2.2861485621746187,0.0010318483976584979,0.0003522524310379043,0.5404512112163217,0.39829040238604624
s2908203,12.39669742063492,324.13,521.9387724930184,0.0,1.79,13.844999999999999,237.81,137.23,175.13,123.33,297.02,224.0,324.13,12.05375,9.289173611111112,12.394673611111113,12.344541666666666,13.193187499999999,16.540270833333334,10.961284722222222,565.5691711952743,306.8195468496154,466.23156723182547,464.5136357870046,545.8603081788572,688.8688409967845,588.2229468542495,4.9401746943778475,0.006270260966342817,255.7597552839577,0.9156488690862786,1.0172239872510527,2.34147255598634,4.00448297146365,6.0,4.0,2.0,3254.0,3053.0,2868.0,2696.0,0.8339575668182149,6809696.2058999995,7.8320000824625735e-28,1642.7706717920187,0.0776147283336584,1725.3957139020736,2281448.785242154,0.6042653256602478,7.189872939964511,18.72120289427438,3.3028424843265927,0.0010268875880543706,-0.00023268505655884092,0.3397487813086492,0.5129994229916822
s3110310,22.19967857142857,344.08,1107.0584192835174,0.0,8.02,30.6525,344.08,160.47,266.15,225.02,216.81,197.36,285.37,29.429430555555555,17.10964583333333,19.32065972222222,21.43279861111111,17.357576388888887,19.65798611111111,31.089652777777776,1636.7080659715464,653.0008577619002,815.091115130829,1063.2261149559397,1113.186834636273,938.2458930922327,1338.4374050218137,32.665399488839284,0.006121247870318197,265.4045787222409,0.9411708745018044,1.0167736328274286,2.3188762338930387,3.9514213266333638,3.0,2.0,1.0,3865.0,3621.0,3379.0,3138.0,0.8709302241449668,16125725.152999999,1.2817741670804115e-29,2467.7755849752625,0.15671289280258924,1784.8121322066277,2331934.092941204,0.5419660265380342,7.604342778725529,6.076675567222109,2.222380438574897,-0.0014604623474551047,0.0006236356419924589,0.39768238798655187,0.5457871947975955
s3111412,25.78355059523809,1016.06,2999.92974650503,0.0,6.525,30.0925,1008.07,1016.06,207.38,724.49,737.84,316.04,249.94,34.54224305555556,34.35222916666667,19.983180555555556,25.896458333333335,25.49233333333333,21.877652777777776,18.340756944444443,6567.45599739745,4042.99618953744,703.8506104468764,3879.918148809937,3355.7459988603173,1127.505892332445,1079.8368926163532,42.42166823530278,0.006503468467685813,242.15328542819245,0.8926478277355386,1.0190491005579607,2.435066727932375,4.215332262444594,7.0,4.0,2.0,3399.0,3164.0,2959.0,2782.0,0.8578760851668371,36937390.0465,0.0,3968.325276435892,0.11985675770711063,1708.1686065258893,2187214.8929921417,0.6223735282389266,7.469693829476972,60.47439522882237,6.072919925391453,-5.7545391407877774e-05,0.0004852153205000991,0.2862331736145686,0.5208180137914044
s3120303,20.666105158730158,330.53,835.7974308650196,0.14,8.895,29.27,126.22,170.28,330.53,211.79,237.99,157.39,260.21,11.722284722222222,13.425506944444445,23.918625,19.090069444444445,13.83925,16.409590277777777,46.25740972222222,273.7809763608507,294.3557312230234,1098.767872743223,754.6419395365223,480.82900499652516,630.1971694636995,1455.7733360933023,144.1866166572053,0.005917397848224866,274.6343952444584,1.0499314543329006,1.019994212939871,2.4844737988534065,4.315102506988417,4.0,1.0,1.0,3990.0,3698.0,3464.0,3252.0,0.8951901043979063,12729048.3622,5.164162605972878e-19,2119.48047049271,0.2771794108364206,1824.0361367963646,2336249.4879016415,0.49927825533607667,8.052851596915964,7.267334356178445,2.2737882408225514,-0.0023930945530310542,0.00041476483429251835,0.4876003831445549,0.5332616613562088
s3120314,33.61278174603174,506.3,2024.4146899096975,0.0,12.19,54.402499999999996,325.82,350.82,331.98,460.7,326.28,506.3,366.03,26.850333333333335,40.55571527777778,40.58439583333333,27.9859375,38.233979166666664,29.682895833333337,31.39621527777778,2137.367567783182,2183.8566427124842,2213.084597688932,1563.6074326159626,1993.254725572878,2031.4584839641245,1840.6518090849672,35.98540825125155,0.005328522102134276,300.2163774447326,1.0324684153366661,1.018207569356855,2.41429089399593,4.15798890201471,3.0,2.0,2.0,4220.0,4015.0,3824.0,3631.0,0.8327863227997047,31792652.154400006,5.1195016385602204e-23,3016.260501730578,0.2126998170888688,1700.7225619347437,2289437.8560080575,0.6187100147970754,6.888280648709506,6.169995909905143,1.9636053989496085,0.004606607798392698,0.0038460011907124427,0.4385202332303713,0.4458828503715921
s3120404,18.16501388888889,455.07,1156.5698128582253,0.0,2.465,19.8125,216.22,200.82,310.79,455.07,358.0,233.19,260.62,15.322625,13.242993055555555,23.566395833333335,18.547638888888887,17.939104166666667,15.688541666666667,22.847798611111113,835.1001969961793,693.5432483668739,1214.1471210523798,2113.7084668326816,1145.495185228891,755.3014184416246,1253.7138655466272,14.95653585075875,0.006435088339787663,248.1738395831766,1.0280457514361492,1.0160070855494614,2.286897477666488,3.8944159574872317,3.0,2.0,1.0,3166.0,2975.0,2786.0,2644.0,0.8771383612625641,14983141.858,7.75537815580252e-27,2500.841830204382,0.1805065974166651,1768.0103190410034,2273861.6236133296,0.5801673732327799,7.74797433170862,14.802385178213921,3.171739102528112,0.0001537850977279492,-0.0001413971025997222,0.3957351238855605,0.5365165853940755
s3408210,30.797294642857143,347.35,1930.7478666459879,0.0,11.545,45.655,239.81,230.98,198.21,347.35,333.92,285.07,299.9,27.04640277777778,31.286784722222222,27.39435416666667,33.94860416666666,28.052645833333333,29.672312499999997,38.17995833333333,1589.8446978223717,2243.352926346954,1254.611673800816,2066.8510022893497,2151.602280902972,1946.5758330780916,2171.2561920760986,16.520325166117804,0.004826219316683455,330.5100229793276,0.9940174956178149,1.016953180142455,2.3308342159420814,3.9778343671519374,23.0,11.0,3.0,4013.0,3770.0,3533.0,3323.0,0.8273341777580886,29020619.1897,2.0308190430270044e-26,2610.2937763018167,0.21017321556632995,1620.9553852472172,2284867.920317259,0.6994902512919255,6.168019530475437,4.871813403818625,2.02465587147372,0.0036888580216291296,-0.000392438975987299,0.5034793503418021,0.35013519454156233
s3508203,22.576536706349206,546.14,1359.064477348588,0.0,6.31,30.36,199.3,485.83,266.11,174.85,391.07,546.14,248.48,16.37445138888889,22.858375,22.99647222222222,20.008902777777777,29.70136111111111,32.51795833333333,13.578236111111112,845.1053097752589,1499.4237338412067,1116.8212573168091,898.1895148480814,1913.890653184313,2431.8214069475343,537.7956684640184,45.97979755064805,0.005600702257461449,285.50823660255236,0.9595720724284135,1.0168577041373672,2.3446796223503235,4.0214918924907685,3.0,2.0,1.0,3721.0,3505.0,3287.0,3111.0,0.845937912211708,18835786.964500003,7.293951090121451e-23,2440.413521331989,0.2576197483200045,1708.7226026915484,2286189.2258841805,0.6265966271122019,7.009575763378151,15.480589294286666,2.9830692671055785,-0.0001537850977279492,-0.0006509228021432824,0.45420151554647853,0.43477978027907205
s3608104,13.552349206349206,320.53,772.4768201181461,0.0,5.73,14.76,293.35,134.8,144.68,150.09,320.53,293.42,264.83,15.642173611111112,9.601645833333334,8.462159722222223,10.77998611111111,19.647229166666666,16.30002083333333,14.433229166666665,1077.8837967314798,222.14073481541016,248.02630895292793,285.78599583024425,1299.6243566673902,1138.0833703261824,1039.9005789328544,16.507443317559055,0.0060513992288045056,256.95041097430635,0.7676926730135013,1.01845336528599,2.4052512680211757,4.1497930506759815,41.0,13.0,4.0,3792.0,3397.0,3051.0,2743.0,0.8802268870316425,9637148.8536,3.735378375157411e-30,1886.0727518841895,0.07465046955884687,1647.2747852549178,2172199.629412147,0.7100192484735903,6.9426078987154245,33.547301398575605,5.088314174035404,0.0008611965472765155,-0.00015628100813653504,0.29412590963426855,0.45689244858127026
s3809205,21.346949404761904,794.9,2511.647935042583,0.0,3.25,24.7725,794.89,198.62,188.11,751.28,445.72,794.9,172.39,26.786305555555554,20.578791666666667,16.71392361111111,19.728597222222223,19.054784722222223,27.005555555555556,19.5606875,4972.015591206084,1173.1742427362744,873.2808780622616,1668.278197474906,1360.8266972434076,6519.219385792603,930.4219704095716,15.787537921870404,0.005412252387191736,286.2686923207988,0.9324166695036774,1.016880624155245,2.3393715540882196,4.000103272734025,28.0,26.0,18.0,3267.0,3068.0,2908.0,2752.0,0.8374804248855796,29908277.406099997,4.776505297976148e-27,2971.4942206909977,0.06488681624226184,1553.510151341634,2146408.911904535,0.7838431497099354,6.151371227665245,113.08889962303601,8.698943915422825,-0.0020954459767834107,-0.00014139710259972258,0.32028899861412824,0.3487976671837813
s4210201,28.151132936507935,785.97,1716.7116441771868,0.11,11.66,39.355000000000004,298.21,328.13,454.08,260.03,785.97,243.55,168.49,22.211597222222224,30.967374999999997,31.313458333333333,33.537618055555555,31.885131944444446,33.25920138888889,13.883548611111111,1233.3996875096525,1727.1918047793606,1943.9247976216109,1808.078603425938,2461.349377744915,1947.1883214604595,576.9575274264046,54.30381701706256,0.005741065827515496,279.7526557310786,0.8767225896669144,1.019915688721565,2.4785492563057985,4.315150172603051,2.0,2.0,1.0,3999.0,3723.0,3462.0,3244.0,0.8239246313170067,25290998.4206,1.430177383943256e-29,2898.716748511313,0.15425973279395006,1704.1273001060085,2301233.3828244973,0.6266042799451226,6.883591329031507,24.32356965999253,3.201760497554305,1.8851076495684095e-05,9.426473506648144e-06,0.34348100124873426,0.4856202202231843
s4508201,13.155000992063492,329.02,565.9014850282756,0.04,3.09,15.26,240.49,179.89,162.23,106.22,213.5,180.25,329.02,14.080680555555556,11.263520833333333,12.916131944444444,7.660902777777778,14.496354166666666,16.074159722222223,15.593256944444445,572.3315567290173,365.70697946447234,496.9540969804935,187.10728883001326,671.1565693949794,616.1222543316636,1003.3132479672913,8.490426929244288,0.006140789473020871,260.81061439050245,0.8113198183571783,1.020367555375231,2.4944808928135616,4.347052367567224,5.0,4.0,3.0,3538.0,3275.0,3047.0,2809.0,0.8468709182062929,7448105.9026999995,0.0,1682.5864841071318,0.1519404445803686,1726.1414471304806,2283367.5933802705,0.6201067982332362,7.2162058626074606,21.205162664932008,3.6382498089296815,-4.9608096041273934e-06,-3.2248461996427856e-05,0.3336713173794432,0.49635969973743277
s4708107,39.270768849206355,614.58,3138.1610914318303,0.07,11.6,63.735,453.44,405.89,461.68,508.7,614.58,367.57,417.85,35.79624305555556,41.429069444444444,45.709666666666664,37.17798611111111,50.22152777777778,27.960097222222224,36.600791666666666,2802.74285043428,2877.3743632752307,2934.872543599723,3736.2464163722934,4619.482788074282,2018.5914387674711,2673.132396454131,52.924821260524595,0.005563213559591282,292.43423822134076,1.0175920777451248,1.0195636768005716,2.4787174900365825,4.314303654914966,4.0,2.0,1.0,3837.0,3676.0,3524.0,3358.0,0.8659257833369791,47174833.96350001,4.950354550922223e-22,3836.2878653198068,0.2663618445497115,1768.2056622991654,2365165.91678147,0.5581427917668276,7.256756586599708,5.913667954418859,2.0483205887287204,0.0,0.0,0.48268325030370235,0.4652964054173555
s4709210,25.965375,395.21,1512.3545869215698,0.0,9.695,35.665,260.7,321.35,395.21,229.03,302.24,307.06,248.65,31.79175,28.385319444444445,27.035999999999998,26.833861111111112,17.279374999999998,23.01222222222222,27.419097222222224,1589.8152650382187,1623.9422575768294,1921.891046115357,1463.500573684658,1340.1539312282835,1161.0100352250797,1364.4016179474556,21.330716399819966,0.006241656240183367,258.71611964518837,1.005189170637246,1.0183248472983624,2.4256767041421705,4.191114416259056,7.0,3.0,2.0,3933.0,3678.0,3455.0,3241.0,0.8683738777253467,22038964.9264,4.710742789231852e-30,2941.8454345359482,0.08178758608952971,1782.1801417883044,2306572.5139720673,0.5456604266886924,7.696997772650803,8.015464409897588,2.4483737654246402,0.006392499255878559,0.0022578884699345106,0.3546929425441848,0.5677650158828946
s4710104,27.47365476190476,585.97,1416.6671956700634,0.0,15.165,38.0925,585.97,216.88,333.25,370.85,218.18,323.18,190.13,46.59720833333333,21.3421875,22.46270833333333,30.600375,18.38723611111111,28.876215277777778,24.049652777777776,3432.3436661414216,641.5092250238878,1146.3569930767883,1301.0464821386386,810.5511231408757,1225.8291965762767,830.1240401851206,89.07418750431958,0.005582342087497863,290.88750283722237,1.084354167266881,1.0190227591321197,2.4342086557973865,4.204913686117754,2.0,1.0,1.0,4473.0,4147.0,3810.0,3482.0,0.8749380199474383,21886989.8614,1.4296633336118953e-23,2618.7404616723666,0.20655560577227414,1744.2163132882156,2353710.2958321637,0.5751431913635127,7.050408427341695,15.758490980142653,2.874970288413471,-0.011092370274828853,0.0006042865647946031,0.4804254050747055,0.48028567573585473
s5009113,35.96161011904762,647.72,3408.14332235021,0.0,13.31,45.11,341.28,482.76,647.72,534.17,533.29,590.6,351.43,33.22230555555556,28.57422222222222,29.292,37.90195833333333,54.166090277777776,35.333083333333335,33.24161111111111,2474.602697529921,1923.3008231611477,2389.032208366924,3317.1037676702645,6437.990204369886,4495.145431209171,2384.203726241991,74.92041302260849,0.005517139411209048,294.70600220674055,0.9665555395368597,1.0186610202348405,2.4164627950070416,4.171862132503996,11.0,4.0,2.0,3706.0,3431.0,3173.0,2954.0,0.8312149657759814,47386509.56170001,6.192614813955521e-22,3812.793480153364,0.18671668696286872,1718.8341614195067,2363020.517740951,0.5786658115596153,6.7059924495899885,13.672124199626065,3.101834380020969,0.00041174719714257355,0.0030581464576304824,0.5051235225374112,0.42320546737547343
s5310120,33.257284722222224,369.9,1994.5981997800225,0.0,13.825,50.76,257.99,253.24,283.57,259.04,288.76,252.81,369.9,34.43265972222222,39.36868055555556,29.02734722222222,32.481187500000004,22.436541666666667,37.44208333333333,37.612493055555554,1721.6703633865598,1742.7083066664766,1624.8439689134027,1973.3406449404947,1663.2221814993059,2903.5453246351667,2130.232500173682,35.13237048186728,0.005439556189008295,293.93791442524247,0.8803404677542119,1.0176387451768147,2.379235859529648,4.0888134867645265,6.0,2.0,2.0,4169.0,3916.0,3664.0,3449.0,0.8447799812542962,31252508.8855,1.7147003991656705e-25,3052.298240441127,0.17354170390329232,1702.9315427084841,2299827.9901373507,0.6165571193717815,6.877075461952689,3.099770580867979,1.7140563341411987,-0.0009405695009425535,-0.00032397301051796066,0.38787813401369453,0.46342671384021783
s5408206,37.18067857142857,732.98,4090.1181001844006,0.0,9.695,45.41,401.37,531.7,403.07,540.88,732.98,534.21,517.84,48.04488194444445,47.69869444444444,32.45876388888889,18.80721527777778,37.091090277777774,37.56552777777778,38.59857638888889,6108.439823335609,4438.3655622971255,2085.1011544125927,1662.6187636784298,3930.564055724993,5754.311090478723,4077.3629813631655,98.45112895038763,0.005530900347413259,289.0583347433835,0.9874511360078235,1.0186006423003113,2.418170792005144,4.175869513876091,10.0,3.0,1.0,3425.0,3205.0,3007.0,2830.0,0.8157154613631034,55158921.15079999,2.4832909594259006e-29,4124.144691957352,0.14126131740377593,1656.5714120056823,2279618.3273457554,0.6606488154795049,6.498108624928701,13.453657653701267,3.0928046933876674,0.0002976485762476436,-0.0012388370708473902,0.43529236998716525,0.4125860063923718
s5508101,24.250329365079363,357.6,1571.179044340362,0.03,4.65,31.3575,220.36,228.04,280.0,238.01,320.14,238.36,357.6,34.177888888888894,18.962131944444444,27.062868055555555,18.995631944444444,18.30290972222222,20.934944444444444,31.315930555555557,1985.3608598903559,1209.9804311014102,1896.3568321438054,1269.835401685149,1244.9923179348605,1355.4761103513245,1784.2929788415975,43.05499778155316,0.005603071552891282,280.29149993759654,0.9096234566907121,1.018864609731653,2.4379493924830733,4.22085921696323,5.0,4.0,2.0,3353.0,3190.0,3020.0,2896.0,0.8257152096255954,21763744.608999997,2.7193573635775242e-30,2624.359005357308,0.09597082978928435,1638.1677064772732,2217822.1318147695,0.6905424627213378,6.612635494012682,5.852429581876226,2.26162033362422,0.0,0.0,0.3345692799688585,0.4349139789610641
s5509101,34.94470833333334,303.3,1855.744545207114,0.0,16.979999999999997,58.677499999999995,247.69,281.76,299.52,298.89,254.69,189.67,303.3,39.80613888888889,38.30553472222222,39.634840277777776,27.28011805555556,33.90322222222222,29.038340277777777,36.64476388888889,1904.5048826492152,1795.065388734025,2182.7343561940656,1495.2211965809115,1948.8299858574655,1339.4538613851737,2177.500390215233,25.75533477742412,0.005058694443666127,317.12027122968067,1.077715384056715,1.0184193569473035,2.397800391344089,4.127627964726576,32.0,13.0,5.0,4508.0,4284.0,4066.0,3832.0,0.8536118547707926,31013066.2874,3.1764820470268475e-25,2828.401552272944,0.19679329252126293,1691.824923257438,2306153.982718192,0.6371393125713016,6.744486004579342,2.383978435745173,1.4899743954689093,0.0028068260740152793,-0.003926870410795793,0.466072996029376,0.42770713576137537
s5509111,41.858785714285716,811.45,5221.1461406227945,0.0,14.19,51.46,811.45,341.79,324.97,511.25,676.26,694.09,323.38,59.26939583333333,39.48323611111111,20.263229166666665,26.448402777777776,57.139520833333336,66.30479166666666,24.10292361111111,9631.800687959954,2721.7485752048124,1392.8964104825416,1981.2235846604535,7439.745399839727,9496.70010864316,1745.1785068739382,359.8332095525241,0.005969624785103815,271.8919499867141,0.8678520458350971,1.018506251235355,2.4222172330544396,4.189333135389828,16.0,6.0,3.0,3773.0,3473.0,3215.0,3005.0,0.849638498157992,70285684.0014,1.0281398415389462e-29,5024.658664546279,0.14128545717009955,1730.0225519520461,2330741.720033257,0.5932594758977985,6.978372961008075,17.405432080338418,3.520874002008104,-0.0012064688957237823,-0.0006196666005159755,0.39504375550167964,0.4797664058730314
s5709002,26.950504960317456,428.98,1909.2565471901728,0.0,6.03,37.144999999999996,310.15,289.62,220.62,200.33,347.76,428.98,337.05,30.55154166666667,15.234430555555557,19.058979166666667,17.489,22.358541666666667,52.89959722222222,31.061444444444447,1866.4905674617792,990.4243771598718,1204.6946763025535,812.9343753717852,1349.9958886292568,4022.942248621531,2111.198781650837,168.89524330559914,0.005662013683716754,279.75204461356236,0.9603216266330823,1.018921111519678,2.4382575283541477,4.2127162145749955,11.0,6.0,3.0,3563.0,3366.0,3212.0,3057.0,0.859864714190657,26564800.292700008,1.9529363164995023e-20,2929.851270798571,0.2685880613876232,1704.6693670972477,2254322.092836931,0.6513802552025985,7.160584112701146,9.313133796894844,2.6034870208804666,-0.001859311439626947,0.0005080373089898789,0.43752454461152895,0.4460765729339839
s5709004,36.06540376984127,379.63,2708.5713557055915,0.0,7.925,59.417500000000004,315.99,338.69,379.63,345.18,279.43,316.69,333.73,22.404145833333335,42.305125,37.50244444444444,48.15954861111111,38.7496875,32.101680555555554,31.235194444444446,1451.1369520148544,2860.370124376307,2577.364365945488,3854.151384438217,2674.689492397068,2166.299066666474,2966.8447729990003,70.02415296176422,0.004995225146992232,315.98895862971654,1.0502522742161358,1.0164291922260098,2.3112403073050096,3.9537211595342567,37.0,14.0,3.0,3834.0,3655.0,3501.0,3340.0,0.832852956695128,40410881.2529,1.8660045552236871e-22,3187.8914773404695,0.18898774657572961,1631.7836683330147,2250385.196330009,0.6886871505398637,6.412167449445655,3.4165289516443016,1.7686230133011824,-0.0037771604325825977,-0.0005387973804326255,0.47637341136610845,0.37226253532151765
s5709010,31.599378968253966,635.28,2211.416476804479,0.4375,12.26,42.715,482.3,279.66,270.11,461.49,514.49,635.28,572.98,30.378923611111112,30.2920625,31.321284722222224,34.18640277777778,37.63670833333333,26.091437499999998,31.288833333333333,2494.817148319384,1931.9693095026894,1973.0017012670392,2530.6889221448114,2353.177856704307,1855.0050249648182,2273.5707869631674,12.808636649865889,0.006014177634790109,264.41560560245006,0.9030558512509914,1.0190867228459277,2.4414600362948424,4.226645497107981,6.0,3.0,2.0,3855.0,3582.0,3346.0,3132.0,0.8426747975390928,32353955.8416,7.269644995453556e-30,3434.2533660899276,0.11258663458351502,1730.0434999748695,2249898.956030452,0.599259559137697,7.40306851437651,15.25683813212735,2.997649649078112,-0.0037116777458081154,-0.002297082754514785,0.33654725399039115,0.5291474150422658
